sheet,header_row,column,name,range,type_inferred,source,formula_cells,literal_cells,example_formula,example_cell,example_cached,number_format
Surse_Import,5,D,Provider,D6:D13,Text,Input sau constantă literală,0,1,,D6,Football-Data,General
Surse_Import,5,E,URL,E6:E13,Text,Input sau constantă literală,0,1,,E6,https://www.football-data.co.uk/mmz4281/2526/E0.csv,General
Surse_Import,5,F,Retrieved_UTC,F6:F13,Dată UTC / serial Excel; unele formule pot întoarce 0,Input sau constantă literală,0,1,,F6,2026-09-13T16:52:25,yyyy-mm-dd hh:mm
Surse_Import,5,G,Coverage,G6:G13,Text,Input sau constantă literală,0,1,,G6,FULL SEASON EXPORT,General
Surse_Import,5,H,Status,H6:H13,Text,Input sau constantă literală,0,1,,H6,IMPORTED,General
Surse_Import,5,I,Rows,I6:I13,Număr întreg,Input sau constantă literală,0,1,,I6,380,General
Surse_Import,5,J,Missing_Corners,J6:J13,Număr întreg,Input sau constantă literală,0,1,,J6,0,General
Surse_Import,5,K,Attempts,K6:K13,Text,Input sau constantă literală,0,1,,K6,"[{""url"": ""https://www.football-data.co.uk/mmz4281/2526/E0.csv"", ""status"": ""PARSED"", ""rows"": 380, ""missing_after_merge"": 0}]",General
Surse_Import,5,L,SHA256,L6:L13,Text,Input sau constantă literală,0,1,,L6,3e3a8352f9ada6789c508d6ca184424421fed56a30400904a4a327c583407e62,General
Surse_Import,5,M,Source_Key,M6:M13,Text,Rezultat formulă,8,0,"=IF(A6="""","""",B6&""|""&C6)",M6,E0|2025/26,General
Calibrare_Linii,5,A,Line,A6:A19,Text,Input sau constantă literală,0,14,,A6,"O3,5",General
Calibrare_Linii,5,B,Type,B6:B19,Text,Input sau constantă literală,0,14,,B6,OVER,General
Calibrare_Linii,5,C,k,C6:C19,Număr întreg,Input sau constantă literală,0,14,,C6,3,General
Calibrare_Linii,5,D,Calibration_Factor,D6:D19,Float,Input sau constantă literală,0,14,,D6,1,0.0%
Calibrare_Linii,5,E,PASS_Max,E6:E19,Float probabilitate 0–1,Input sau constantă literală,0,1,,E6,0.05,0.0%
Calibrare_Linii,5,F,WATCH_Max,F6:F19,Float probabilitate 0–1,Input sau constantă literală,0,1,,F6,0.08,0.0%
Calibrare_Linii,5,G,Review_Status,G6:G19,Text,Input sau constantă literală,0,14,,G6,PILOT,General
Calibrare_Linii,5,H,Scope_League,H6:H19,Text,Input sau constantă literală,0,14,,H6,E0,General
Calibrare_Linii,5,I,Training_End_UTC,I6:I19,Dată UTC / serial Excel; unele formule pot întoarce 0,Input sau constantă literală,0,0,,I6,,yyyy-mm-dd hh:mm
Calibrare_Linii,5,J,Review_UTC,J6:J19,Dată UTC / serial Excel; unele formule pot întoarce 0,Input sau constantă literală,0,0,,J6,,yyyy-mm-dd hh:mm
Calibrare_Linii,5,K,Report_URL,K6:K19,Text,Input sau constantă literală,0,0,,K6,,General
Calibrare_Linii,5,L,Reviewer,L6:L19,Text,Input sau constantă literală,0,0,,L6,,General
Calibrare_Linii,5,M,OOS_N,M6:M19,Număr întreg,Rezultat formulă,14,0,"=IF(AND(ISNUMBER(I6),ISNUMBER(J6)),COUNTIFS(OOSTable[Line],A6,OOSTable[League],H6,OOSTable[Model_Signature],V6,OOSTable[Record_Valid],1,OOSTable[Settled_UTC],""<=""&J6,OOSTable[Snapshot_UTC],"">""&I6,OOSTable[Training_End_UTC],I6),0)",M6,0,General
Calibrare_Linii,5,N,OOS_Wins,N6:N19,Număr întreg,Rezultat formulă,14,0,"=IF(M6=0,0,SUMIFS(OOSTable[Win],OOSTable[Line],A6,OOSTable[League],H6,OOSTable[Model_Signature],V6,OOSTable[Record_Valid],1,OOSTable[Settled_UTC],""<=""&J6,OOSTable[Snapshot_UTC],"">""&I6,OOSTable[Training_End_UTC],I6))",N6,0,General
Calibrare_Linii,5,O,OOS_Hit_Rate,O6:O19,Float probabilitate 0–1,Rezultat formulă,14,0,"=IF(M6=0,"""",N6/M6)",O6,,0.0%
Calibrare_Linii,5,P,OOS_P_Mean,P6:P19,Float probabilitate 0–1,Rezultat formulă,14,0,"=IF(M6=0,"""",SUMIFS(OOSTable[P_Final],OOSTable[Line],A6,OOSTable[League],H6,OOSTable[Model_Signature],V6,OOSTable[Record_Valid],1,OOSTable[Settled_UTC],""<=""&J6,OOSTable[Snapshot_UTC],"">""&I6,OOSTable[Training_End_UTC],I6)/M6)",P6,,0.0%
Calibrare_Linii,5,Q,Wilson_95_Lower,Q6:Q19,Float probabilitate 0–1,Rezultat formulă,14,0,"=IF(M6=0,"""",(O6+1.96^2/(2*M6)-1.96*SQRT(O6*(1-O6)/M6+1.96^2/(4*M6^2)))/(1+1.96^2/M6))",Q6,,0.0%
Calibrare_Linii,5,R,Overconfidence,R6:R19,Float probabilitate 0–1,Rezultat formulă,14,0,"=IF(M6=0,"""",MAX(0,P6-O6))",R6,,0.0%
Calibrare_Linii,5,S,Tail_Validated,S6:S19,Text,Rezultat formulă,14,0,"=IF(AND(G6=""APPROVED"",ISNUMBER(I6),ISNUMBER(J6),I6<J6,K6<>"""",L6<>"""",H6<>"""",U6=""VALID"",ISNUMBER(E6),ISNUMBER(F6),M6>='Config_v6'!$B$56),""VALIDATED"",""PENDING"")",S6,PENDING,General
Calibrare_Linii,5,T,Defensive_Validated,T6:T19,Text,Rezultat formulă,14,0,"=IF(AND(S6=""VALIDATED"",Q6>='Config_v6'!$B$57,R6<='Config_v6'!$B$58),""VALIDATED"",""PENDING"")",T6,PENDING,General
Calibrare_Linii,5,U,Parameters_Valid,U6:U19,Text,Rezultat formulă,14,0,"=IF(AND(ISNUMBER(D6),D6>0,D6<=1,OR(AND(E6="""",F6=""""),AND(ISNUMBER(E6),ISNUMBER(F6),E6>=0,E6<F6,F6<=1)),OR(G6=""PENDING"",G6=""PILOT"",G6=""APPROVED"")),""VALID"",""INVALID"")",U6,VALID,General
Calibrare_Linii,5,V,Model_Signature,V6:V19,Text,Rezultat formulă,14,0,"='Config_v6'!$B$60&""|""&A6&""|""&TEXT(D6,""0.000000"")&""|""&IF(E6="""",""NA"",TEXT(E6,""0.000000""))&""|""&IF(F6="""",""NA"",TEXT(F6,""0.000000""))",V6,"CORNERS_NATIVE_V14|0.300000|0.450000|0.250000|10.000000|5.000000|3.000000|1.100000|1.350000|1.700000|2.250000|0.820000|20.000000|0.720000|65.000000|0.000000|0.080000|0.120000|0.050000|75.000000|10.000000|5.000000|10.000000|5.000000|2.000000|2.000000|0.550000|0.200000|0.150000|0.100000|0.900000|90.000000|20.000000|1.100000|5.000000|200.000000|0.900000|0.050000|0.080000|O3,5|1.000000|0.050000|0.080000",General
OOS_Predictii,5,A,Fixture_ID,A6:A255,Text,Input sau constantă literală,0,0,,A6,,General
OOS_Predictii,5,B,League,B6:B255,Text,Input sau constantă literală,0,0,,B6,,General
OOS_Predictii,5,C,Line,C6:C255,Text,Input sau constantă literală,0,0,,C6,,General
OOS_Predictii,5,D,Snapshot_UTC,D6:D255,Dată UTC / serial Excel; unele formule pot întoarce 0,Input sau constantă literală,0,0,,D6,,yyyy-mm-dd hh:mm
OOS_Predictii,5,E,Kickoff_UTC,E6:E255,Dată UTC / serial Excel; unele formule pot întoarce 0,Input sau constantă literală,0,0,,E6,,yyyy-mm-dd hh:mm
OOS_Predictii,5,F,Training_End_UTC,F6:F255,Dată UTC / serial Excel; unele formule pot întoarce 0,Input sau constantă literală,0,0,,F6,,yyyy-mm-dd hh:mm
OOS_Predictii,5,G,P_Final,G6:G255,Float probabilitate 0–1,Input sau constantă literală,0,0,,G6,,0.0%
OOS_Predictii,5,H,Candidate_Confidence,H6:H255,Număr întreg,Input sau constantă literală,0,0,,H6,,General
OOS_Predictii,5,I,D,I6:I255,Float,Input sau constantă literală,0,0,,I6,,General
OOS_Predictii,5,J,Risk_Score,J6:J255,Float,Input sau constantă literală,0,0,,J6,,General
OOS_Predictii,5,K,Prior_Active,K6:K255,Text,Input sau constantă literală,0,0,,K6,,General
OOS_Predictii,5,L,Native_Core_Count,L6:L255,Număr întreg,Input sau constantă literală,0,0,,L6,,General
OOS_Predictii,5,M,Candidate_Tail,M6:M255,Text,Input sau constantă literală,0,0,,M6,,General
OOS_Predictii,5,N,Total_Corners,N6:N255,Număr întreg,Input sau constantă literală,0,0,,N6,,General
OOS_Predictii,5,O,Outcome_URL,O6:O255,Text,Input sau constantă literală,0,0,,O6,,General
OOS_Predictii,5,P,Settled_UTC,P6:P255,Dată UTC / serial Excel; unele formule pot întoarce 0,Input sau constantă literală,0,0,,P6,,yyyy-mm-dd hh:mm
OOS_Predictii,5,Q,Frozen_Evidence_URL,Q6:Q255,Text,Input sau constantă literală,0,0,,Q6,,General
OOS_Predictii,5,R,Model_Signature,R6:R255,Text,Input sau constantă literală,0,0,,R6,,General
OOS_Predictii,5,S,Mode,S6:S255,Text,Input sau constantă literală,0,0,,S6,,General
OOS_Predictii,5,T,Record_Valid,T6:T255,Număr întreg,Rezultat formulă,250,0,"=IF(A6="""",0,IFERROR(IF(AND(B6<>"""",COUNTIF('Calibrare_Linii'!$A$6:$A$19,C6)=1,COUNTIFS(OOSTable[Fixture_ID],A6,OOSTable[Line],C6)=1,ISNUMBER(D6),ISNUMBER(E6),ISNUMBER(F6),F6<D6,D6<E6,ISNUMBER(G6),G6>='Config_v6'!$B$50,G6<=1,ISNUMBER(H6),H6>='Config_v6'!$B$51,H6<=100,ISNUMBER(I6),I6>=0,I6<='Config_v6'!$B$53,ISNUMBER(J6),J6>=0,J6<='Config_v6'!$B$52,K6=""NO"",L6=12,M6=""PASS"",ISNUMBER(N6),N6>=0,MOD(N6,1)=0,O6<>"""",ISNUMBER(P6),P6>E6,Q6<>"""",R6<>"""",S6=""LIVE""),1,0),0))",T6,0,General
OOS_Predictii,5,U,Win,U6:U255,Număr întreg,Rezultat formulă,250,0,"=IF(T6<>1,0,IF(LEFT(C6,1)=""O"",IF(N6>INDEX('Calibrare_Linii'!$C$6:$C$19,MATCH(C6,'Calibrare_Linii'!$A$6:$A$19,0)),1,0),IF(N6<=INDEX('Calibrare_Linii'!$C$6:$C$19,MATCH(C6,'Calibrare_Linii'!$A$6:$A$19,0)),1,0)))",U6,0,General
Verificari,5,A,Control,A6:A15,Text,Input sau constantă literală,0,10,,A6,Parametri,General
Verificari,5,B,Rezultat,B6:B15,Text sau număr în funcție de control,Rezultat formulă,10,0,='Config_v6'!$B$40,B6,VALID,General
Verificari,5,C,Așteptat,C6:C15,Text sau număr în funcție de control,Input sau constantă literală,0,10,,C6,VALID,General
Verificari,5,D,Explicație,D6:D15,Text,Input sau constantă literală,0,10,,D6,Ponderi și praguri coerente,General
Documentatie,5,A,Subiect,A6:A32,Text,Input sau constantă literală,0,27,,A6,Utilizare,General
Documentatie,5,B,Regulă,B6:B32,Text,Input sau constantă literală,0,27,,B6,"Importă istoricul nativ, completează Input_Meci și citește Dashboard. Meciurile incomplete au motiv și acțiune de reluare. Capacitate: 100 meciuri × 14 linii.",General
